,source,content,category,sentiment,date_parsed
291,tagblatt.ch,"Illegale Feier - Party mit 51 Personen – Polizei löst illegale Veranstaltung im Wald in St.Gallen auf | St.Galler Tagblatt - St.Galler Tagblatt. Am Samstagnachmittag hat die Stadtpolizei St.Gallen eine Feier im Wald mit 51 Personen beendet. Die Teilnehmenden wurden gebüsst, der Veranstalter wird angezeigt.",world,0,2021-05-03
292,nau.ch,Coronavirus: Tausende Inder feiern trotz Corona-Welle Wahlsieg - Nau.ch. Trotz ständiger tragischer Rekorde im Zusammenhang mit dem Coronavirus feiern tausende Inder die Ergebnisse aus den Regionalwahlen.,world,0,2021-05-03
293,neue zürcher zeitung,"Corona-Lockerungen Schweiz: Ja spinnen sie denn, die Helvetier?! - Neue Zürcher Zeitung. In der Schweiz dürfen Restaurantterrassen, Kinos und Theater öffnen. Derweil gilt in Deutschland fast überall eine nächtliche Ausgangssperre. Über Nachbarn, die sich auseinanderleben.",world,0,2021-05-03
294,20 minuten,Ehemann Caspar hats verkündet - Ellie Goulding ist zum ersten Mal Mama geworden - 20 Minuten. Die britische Sängerin Ellie Goulding und ihr Ehemann Caspar Jopling sind Eltern geworden. Das hat Neu-Papa Caspar am Sonntag auf Instagram bekannt gegeben.,world,1,2021-05-03
295,itreseller.ch,"Kuo: Apple soll 2023 15 bis 20 Millionen faltbare iPhones ausliefern - IT Reseller - IT Reseller. Apple arbeitet schon seit geraumer Zeit an einem faltbaren Screen für seine iPhones, nun verdichten sich die Anzeichnen, dass 2023 das erste Klapp-iPhone erscheinen soll.",world,0,2021-05-03
296,telebasel,International Ermittler sprengen grosse Kinderpornografie-Plattform in Deutschland - Telebasel. Wegen des Verdachts der bandenmässigen Verbreitung kinderpornografischer Inhalte hat die Polizei in Deutschland drei Männer festgenommen.,world,0,2021-05-03
297,tages-anzeiger,"Nach Rückzug aus der Politik - Neuer Job für Ex-Staatsrat Maudet - Tages-Anzeiger. Der ehemalige Genfer Politiker wird bei einem IT-Unternehmen arbeiten. In dieser Branche machte der Jurist Erfahrungen, als er noch in der Regierung sass.",world,0,2021-05-03
298,srf,Versuchs-Projekt – Migros nimmt Plastikverpackungen zurück – Kundschaft zahlt dafür - Schweizer Radio und Fernsehen (SRF). In 64 Migros-Filialen können Plastikverpackungen abgegeben werden. Zuerst muss aber ein Sammelsack gekauft werden.,world,0,2021-05-03
299,20 minuten,"Zollikon ZH : Polizei stürmt Haus nach «massiver Drohung» von 23-Jährigem. Im Kanton Zürich hat die Polizei einen 23-jährigen Mann festgenommen. Bilder von einem News-Scout zeigen, wie dieser von einem Einsatzteam abgeführt wird.",nation,0,2021-05-03
300,20 minuten,Nach illegaler Goa-Party : Vermieter fühlt sich belogen und betrogen. Am Samstag löste die Polizei in Oberegg AI und in St. Gallen illegale Partys auf. Der Vermieter des Hauses in Oberegg ist vom Veranstalter masslos enttäuscht. Er fühlt sich belogen.,nation,0,2021-05-03
301,blick,"EU will Einreise-Beschränkungen für Geimpfte lockern. Strandferien in Spanien oder ein Städtetrip nach Tschechien: Geht es nach der EU-Kommission, sollen Reisen in EU-Länder bald wieder einfacher möglich sein. Zumindest für Geimpfte.",nation,0,2021-05-03
302,20 minuten,"Grossaufgebot vor Ort : Gebäude von Chemiefirma in Däniken SO stand in Vollbrand. In Däniken SO brannte am Montagnachmittag ein Industriebetrieb. Augenzeugen berichten, dass die Chemiefabrik Winoil in Flammen steht. Ein Grossaufgebot an Einsatzkräften war vor Ort.",nation,1,2021-05-03
303,blick,"Covid-19-Gesetz: Alle Parteien ausser die SVP machen sich für ein Ja stark. Am 13. Juni stimmt die Schweiz über das Covid-Gesetz ab. Ein Nein wäre gefährlich, warnt das breite Lager der Befürworter.",nation,0,2021-05-03
304,blick,Stadt Luzern testet Parkgebühren für Motorräder. Anders als beim Autolenker müssen Töfffahrer fürs Abstellen ihrer Maschinen in der Stadt nirgends Gebühren bezahlen. Die Stadt Luzern will das nun ändern. Das gibt sicher Ärger.,nation,0,2021-05-03
305,telebasel,"Schweizer Forschende entwickeln neuen Antikörpertest. Schweizer Forschende haben einen Antikörpertest entwickelt, der mehr als tausend Proben auf einmal analysieren kann, wie sie im Fachmagazin «PNAS» berichten.",nation,1,2021-05-03
306,blick,"Schweizer Forscher entwickeln neuen Corona-Antikörpertest. Schweizer Forschende haben einen Corona-Antikörpertest entwickelt, der mehr als tausend Proben auf einmal analysieren kann. Für den Nachweis einer durchgemachten Infektion mit dem Coronavirus reicht ein winziger Tropfen Blut.",nation,1,2021-05-03
307,20 minuten,A12 : Anhänger überschlägt sich auf Autobahn und blockiert Verkehr. Ein Teilstück der A12 musste am Montagmorgen gesperrt werden. Ein Auto mit Anhänger hatte sich überschlagen und lag quer über der Fahrbahn.,nation,0,2021-05-03
308,telebasel,"Schäferhund (3) wird von BMW angefahren und stirbt. Im französischen Leymen starb ein junger belgischer Schäferhund, nachdem er von einem BMW angefahren wurde. Der Fahrer flüchtete.",nation,0,2021-05-03
309,aerotelegraph,"Lufthansa fliegt schon kommenden Winter mit Dreamlinern - aeroTELEGRAPH. Der deutsche Konzern stockt seine Langstreckenorders bei Airbus und Boeing auf. Fünf zusätzliche Boeing 787-9 für Lufthansa sind bereits produziert, hinzu kommen auch weitere fünf A350.",business,1,2021-05-03
310,20 minuten,Beste Burger der Welt - Einen dieser zehn Burger musst du ein Mal im Leben probiert haben - 20 Minuten. Die Restaurant-Terrassen sind wieder offen – immerhin. Doch Take-away bleibt das Gebot der Stunde und Burger sind das perfekte Gericht dafür. Wir zeigen euch die weltweit zehn besten Burger-Shops.,business,1,2021-05-03
311,neue zürcher zeitung,Warren Buffett sieht Warnstufe Rot für US-Wirtschaft - Neue Zürcher Zeitung. Warren Buffett hat an der diesjährigen Hauptversammlung seiner Investmentholding Berkshire Hathaway ein klares Urteil über den Zustand der US-Konjunktur geliefert: Warnstufe Rot.,business,1,2021-05-03
312,finews.ch,"Credit Suisse: Kümmerliche Einnahmen mit Archegos - finews.ch. Die Credit Suisse hat zwar enorme Mengen an Geld dem US-Hedgefonds Archegos geliehen, doch die Einnahmen dafür waren offenbar höchst bescheiden.",business,0,2021-05-03
313,20 minuten,Detailhandel - Wegen Discountern sind Migros und Coop weniger beliebt - 20 Minuten. Noch ist fast jeder zweite Schweizer ein Migros-Kind. Doch die Konkurrenz aus Deutschland schläft nicht: Aldi und Lidl sind auf dem Vormarsch.,business,0,2021-05-03
314,20 minuten,Geteilte Lieferwagen - Darum könnte deine Coop-Bestellung bald von der Migros kommen - 20 Minuten. Firmen sollen zusammenspannen und in Zukunft ihre Lieferwagen und -Bikes teilen. Damit wird der Gütertransport in den Schweizer Städten effizienter und umweltfreundlicher.,business,1,2021-05-02
315,20 minuten,Er selbst verdiente Milliarden - Warren Buffett rät vom Zocken an der Börse ab - 20 Minuten. Als «Orakel von Omaha» ist der Star-Investor bekannt. Mit seiner Holdinggesellschaft verdient er an Firmenbeteiligungen üppig. Für Kleinanleger seien Aktien aber zu riskant.,business,0,2021-05-02
316,finanzen.ch,Musk pumpt Doge : Elon Musk ernennt sich zum 'Dogefather' - Kurssprung beim Dogecoin - finanzen.ch. Tesla-Chef Elon Musk hat es erneut getan: Mit einem Tweet brachte er die Kryptocommunity zum Jubeln und sorgte für einen kräftigen Preissprung bei der digitalen Spasswährung Dogecoin.,business,0,2021-05-02
317,watson,"Zughersteller Stadler befürchtet russische Industriespionage - watson. Der Zughersteller Stadler warnt vor russischer Industriespionage in Deutschland. Das Unternehmen befürchtet, dass durch einen Wartungsvertrag …",business,0,2021-05-02
318,gmx.ch,"Corona wirbelt auch die Preise durcheinander. Preise von Fernsehern und Laptops sinken nach der Markteinführung. Wer sparen will, muss also warten? Diese Regel ist in der Krise ausser Kraft gesetzt.",business,0,2021-05-03
319,auto motor und sport,Zirka 20 Trans Am und andere Pontiacs in der Auktion. Ein US-Postangestellter hat jahrelang Pontiacs gesammelt – darunter viele Modelle vom Typ Trans Am. Jetzt kommen die Autos als Kansas Collection in den Verkauf.,business,1,2021-04-30
320,srf,Widerstand aus der Bevölkerung - Wie ein Berner Rentnerpaar 5G-Antennen blockiert. Zwei Rentner kämpfen vor Bundesgericht gegen die 5G-Technologie. Das Urteil wird für die ganze Schweiz wegweisend sein.,technology,0,2021-05-03
321,auto motor und sport,"VW will eigene Prozessoren wie Tesla und Apple. VW-Chef Diess ist überzeugt: Das Auto der Zukunft ist ein Elektronikprodukt. Man will deshalb nicht nur Software selbst entwickeln, sondern auch Prozessoren.",technology,1,2021-05-03
322,chip online,"Android-Nutzer müssen aufpassen: Als Update getarntes Virus ist weiter auf dem Vormarsch. Android-User müssen derzeit besonders wachsam sein: Eine besonders tückische Malware, die sich als ein gewöhnliches System-Update tarnt, bedroht Geräte von Samsung, Huawei und Co.. Wie Sie die Schad-Software erkennen können und Ihr Android-Smartphone schützen, lesen Sie hier.",technology,0,2021-05-03
323,techbook,"Warum iPhone-Nutzer jetzt ständig Pop-ups angezeigt bekommen. Wer das Update installiert, wird höchstwahrscheinlich das ein oder andere neue Pop-up-Fenster sehen. Es geht um App-Tracking in iOS 14.5.",technology,1,2021-05-03
324,chinahandys.net,Realme Watch 2 vorgestellt - Die neue Generation wird smart. Realme hat einen neuen Fitnesstracker vorgestellt mit neuen Features: Mit der Realme Watch 2 steuert man nun das Smart Home!,technology,1,2021-05-03
325,20 minuten,Sicherheitswarnung : Bei diesem USB-Ladegerät besteht Stromschlaggefahr. In Verwendung zusammen mit einem Ladekabel können die Steckverbindungen unter Spannung stehen.,technology,0,2021-05-03
326,inside digital,Telekom LTE-Ausbau: Drei neue Sendemasten pro Tag. Der Telekom-Netzausbau geht weiter. 3 komplett neue Standorte pro Tag errichtet die Telekom im LTE-Netz - mit diesen Tricks.,technology,0,2021-05-03
327,chip online,"Microsoft verabschiedet Windows-10-Version: Nutzer sollten jetzt dringend updaten. Zweimal im Jahr gibt es eine neue Windows-10-Version, doch diese werden nur rund eineinhalb Jahre lang unterstützt. Schon Mitte Mai 2021 muss sich die Version 1909 verabschieden - für diese gibt es dann keine Sicherheitsupdates mehr. CHIP rät betroffenen Nutzern, möglichst bald auf eine neuere Version umzusteigen. Wie Sie das machen, zeigen wir Ihnen hier.",technology,1,2021-05-03
328, cash,Kryptowährungen - Ether steigt erstmals auf über 3000 US-Dollar - Bedeutung von Bitcoin rückläufig. Die Kryptowährung Ether hat am Montag eine Rekordmarke erklommen. Am Vormittag kostete die nach Marktanteil hinter dem Bitcoin zweitgrösste Digitalwährung auf der Handelsplattform Bitfinex bis zu 3109 US-Dollar.,technology,1,2021-05-03
329,watson,"RTL und ProSieben greifen ARD und ZDF an – Experte sieht darin ""sehr großes Wagnis"" - watson. RTL und ProSieben wollen sich verändern und greifen mit ihrem neuen Kurs gezielt ARD und ZDF an. Ein ""großes Wagnis"", wie ein Medienexperte findet.",entertainment,1,2021-05-03
330,nau.ch,DJ Bobo: Seine Kinder geben ihm Nachhilfe in Gangster-Rap! - Nau.ch. Mit Deutschrap war DJ Bobo bislang nicht wirklich vertraut. Die Teilnahme bei «Sing meinen Song» hat dies verändert.,entertainment,0,2021-05-03
331,nau.ch,"Luca Hänni: Seine Christina Luft lüftet Beauty-Geheimnis! - Nau.ch. Christina Luft ist eine wahre Beauty. Nun verrät die Freundin von Luca Hänni, wie sie die Fältchen von ihrem Gesicht fernhält.",entertainment,1,2021-05-02
332,20 minuten,"Liebescomeback nach 17 Jahren? - Jennifer Lopez und Ben Affleck treffen sich wieder - 20 Minuten. Nach ihrer Trennung von Alex Rodriguez verbringt Jennifer Lopez Zeit mit einem Ex, der seit Anfang Jahr ebenfalls wieder single ist: Schauspieler Ben Affleck.",entertainment,1,2021-05-02
333,20 minuten,Über Zaun geklettert - Zwei Eindringlinge auf Grundstück der Queen verhaftet - 20 Minuten. Schon zum zweiten Mal in nur einem Monat haben sich Störenfriede unbefugt Zugang zur Royal Lodge verschafft. Zurzeit wohnt Prinz Andrew dort.,entertainment,0,2021-05-02
334,telebasel,International Prinzessin Charlotte feiert sechsten Geburtstag - Telebasel. Die britische Prinzessin Charlotte ist am Sonntag sechs Jahre alt geworden. Zur Feier des Tages veröffentlichte ihre Mutter Kate ein selbstgemachtes Foto.,entertainment,1,2021-05-02
335,nau.ch,"Meghan Markle: Freund zweifelt an ihrem Royal-Vorwurf über Archie - Nau.ch. Im Oprah-Interview implizierte Meghan Markle, Sohn Archie habe den Prinzen-Titel wegen seiner Hautfarbe nicht bekommen. Ein Freund der Herzogin widerspricht.",entertainment,0,2021-05-02
336,blick,Schreckensmoment für die Queen: Einbruch auf Windsor-Grundstück. Wie sicher ist die Queen? In Windsor haben sich bereits zum zweiten Mal Menschen auf das Royale Anwesen eingeschlichen.,entertainment,0,2021-05-02
337,telebasel,Prinz Charles ist immer noch sauer auf Sohn Harry. Die Beziehung zwischen Prinz Harry und dem britischen Königshaus ist belastet. An Prinz Philips Beerdigung wurden die Differenzen offenbar nicht ausgeräumt.,entertainment,0,2021-05-02
338,blick,"Amira Pocher wurde von Ex-Freund angegriffen. Amira Pocher spricht das erste Mal über Gewalt, die sind in einer Beziehung erleben musste. Unterstützung bekommt sie dabei von ihrer Psychotherapeutin.",entertainment,0,2021-05-01
339,blick,"Kader Loth gönnt sich nach Corona-Kampf ein neues Gesicht. Wegen ihrer Corona-Infektion hat Kader Loth harte Wochen durchgemacht. Nun geht es der Trash-TV-Ikone wieder besser. Ein Umstand, den sie sogleich mit einem Schönheitseingriff feiert.",entertainment,1,2021-05-01
340,blick,Schweizer U18-Nati vor WM-Viertelfinal gegen Finnland - BLICK. Trotz drei Pleiten schaffte es das Team von Marcel Jenni an der U18-WM in den USA in den Viertelfinal. Heute Nacht komms zum Kracher gegen Finnland.,sport,0,2021-05-03
341,blick,Ex-Bundesliga-Profi Markus Babbel über Bayerns Sportvorstand Salihamidzic - BLICK. Hasan Salihamidzic oder Hansi Flick? Viele Bayern-Fans hätten lieber den Trainer behalten. Blick-Kick-Experte Markus Babbel aber nimmt den Sportvorstand der Münchner in Schutz.,sport,0,2021-05-03
342,20 minuten,SRF Sport – Michèle Schönbächler schmeisst Job als Ski-Kommentatorin hin - 20 Minuten. Seit der Saison 2018/19 kommentierte Michèle Schönbächler Frauenskirennen. Nun gibt sie diese Funktion ab. Dem SRF bleibt sie aber erhalten.,sport,0,2021-05-03
343,speedweek.com,«Notfall-Call»: So kam es zum Crash von Räikkönen - SPEEDWEEK.COM. Kimi Räikkönen schied beim Portugal-GP bereits nach einer Runde nach einer Kollision mit seinem Alfa-Romeo-Teamkollegen Antonio Giovinazzi aus. Der Grund: Der Finne war abgelenkt.,sport,0,2021-05-03
344,motorsport-total.com,"Stallorder bei Ferrari: Keine Gegenwehr von Carlos Sainz - Motorsport-Total.com. Ferrari musste am Sonntag in Portimao eine Stallorder gegen Carlos Sainz aussprechen, die dieser aber ohne Widerworte akzeptierte",sport,0,2021-05-03
345,blick,Newcastle verliert gegen Arsenal: Fabian Schär sieht direkt Rot! - BLICK. In Zusammenarbeit mit Sky präsentiert Blick die Highlights der Premier-League-Partie Newcastle – Arsenal (0:2).,sport,1,2021-05-03
346,watson,Super League: Noch vier Teams kämpfen gegen den Abstieg - watson - watson. Vier Runden vor Schluss hat sich in der Super League das Feld der vom Abstieg gefährdeten Teams auf vier reduziert. Nach der 32. Runde spricht das Momentum für Zürich und Sion – und gegen Vaduz und St.Gallen. Das kann aber schnell wieder ändern.,sport,0,2021-05-03
347,eurosport de,"Upamecano freut sich auf Nagelsmann beim FC Bayern, erwartet aber keine Bevorzugung - Eurosport DE. Dayot Upamecano wechselt im Sommer von RB Leipzig zum FC Bayern. Auf die erneute Zusammenarbeit mit Julian Nagelsmann freut sich der junge Franzose.",sport,1,2021-05-03
348,20 minuten,"Wer wird Eishockey-Meister? - Das musst du zum ersten Playoff-Final zwischen Servette und dem EVZ wissen - 20 Minuten. Im Playoff-Final treffen Genf-Servette und der EV Zug aufeinander. Wer ist Favorit, wie lange geht die Serie? Wir klären die wichtigsten Fragen.",sport,1,2021-05-03
349,blick,"National League: So tickt Playoff-Finalist Servette - BLICK. Er hat die Mannschaft auf Titelkurs gebracht, steht aber mit dem Klub vor Gericht. In Genf dreht sich immer noch alles um Chris McSorley.",sport,0,2021-05-02
350,speedweek.com,Johann Zarco (8.): Doppelsieg bestätigt Potenzial - SPEEDWEEK.COM. Pramac-Ducati-Pilot Johann Zarco konnte seine Desmosedici GP im Gegensatz zu seinen Markenkollegen Jack Miller und Pecco Bagnaia im «Gran Premio Red Bull de España» eigenen Angaben zufolge nicht voll nutzen.,sport,0,2021-05-02
351,speedweek.com,"Joan Mir (Suzuki/5.): Gegen eine Mauer gelaufen - SPEEDWEEK.COM. MotoGP-Weltmeister Joan Mir war nach dem fünften Rang im Jerez-GP frustriert, dass er das gute Gefühl zu seiner Suzuki GSX-RR im Zug hinter den Gegnern nicht hatte ausspielen können.",sport,0,2021-05-02
352,speedweek.com,"Marc Marquez: «Habe mehr oder weniger aufgegeben» - SPEEDWEEK.COM. Der rekonvaleszente Marc Marquez hatte für das MotoGP-Rennen in Jerez die Top-10 als Ziel ausgegeben, was gelang. Das nächste Vorhaben: Honda bei der Entwicklung der RC213V zurück auf seinen Weg bringen.",sport,0,2021-05-02
353,blick,"Caitlyn Jenner sorgt mit Aussage zu trans Menschen im Sport für Ärger - BLICK. Caitlyn Jenner macht sich stark dafür, dass Transmädchen nicht in Mädchenmannschaften mitspielen dürfen. Das irritiert viele, die sich für die Gleichberechtigung von Transmenschen stark machen.",sport,0,2021-05-02
354,srf,"Wechsel im SRF-Alpin-Team - Michèle Schönbächler gibt Funktion als Ski-Kommentatorin ab. Unverändert zum Einsatz kommt die 40-Jährige im Curling, Pferdesport und Orientierungslauf – neu zudem im Schwimmen.",sport,1,2021-05-03
355,real total,"Achraf Hakimi bat um Zukunft bei Real Madrid: „Wäre gerne dort gewesen“. Achraf Hakimi hat Real Madrid nach eigener Aussage alles andere als freiwillig gen Inter Mailand verlassen – und sogar darum gebeten, das Trikot der Königlichen zu tragen. „Ich würde gerne dort spielen“, gesteht der 22 Jahre alte Marokkaner, der zudem offenlegt, wegen der COVID-19-Pandemie verkauft worden zu sein.",sport,0,2021-05-02
356,blick,"Formel 1: Teamcrash, keine Imola-Punkte - schwarzer Tag für Alfa-Sauber. Was ist da in Kimi Räikkönen (41) geritten? Der Oldie crasht in Portimão schon nach einer Runde. Am Abend kriegt Alfa-Sauber den nächsten Tiefschlag. Die FIA hat ein Urteil über die Imola-Punkte gefällt.",sport,0,2021-05-02
357,real total,"Erling Haaland: BVB spricht nach Raiolas Rat an Real Madrid erneutes Machtwort. Borussia Dortmund spricht in der Causa Erling Haaland ein erneutes Machtwort, nachdem dessen Berater Mino Raiola zuvor einen Transfer nach dem Ablauf der Saison angeheizt und Real Madrid zu einer Verpflichtung geraten hatte. Der 20 Jahre alte Torjäger werde „auch im nächsten Jahr Spieler des BVB sein“, betonte Geschäftsführer Hans-Joachim Watzke in einem Interview mit […]",sport,1,2021-05-02
358,real total,Erster Hattrick seit 2018: Bale schießt Tottenham auf Platz fünf. Gareth Bale befindet sich bei den Tottenham Hotspur derzeit in Über-Form: Beim 4:0-Erfolg gegen den Tabellenletzten Sheffield United gelang der Real-Leihgabe ein (wenn auch nicht ganz lupenreiner) Hattrick – der erste Dreierpack im Trikot der Spurs seit dem 4:0-Erfolg bei Aston Villa im Dezember 2012. Seinen letzten für Real Madrid erzielte er im Dezember 2018 […],sport,1,2021-05-02
359,mopo.de,"Für Zuhause: Hamburger neuen Corona-Test – für Kinder - Hamburger Morgenpost. Wer kennt es nicht: das unangenehme Gefühl, wenn das Stäbchen für einen Schnelltest in die Nase geschoben wird. Bestenfalls ist der Vorgang schlicht unangenehm, im schlimmsten Fall kommt es zu Nasenbluten. Gerade für Kinder und deren Eltern kann der Test nerv…",science,0,2021-05-03
360,focus online,Hitzewelle naht: Bis zu 30 Grad! Wo Deutschland Ende der Woche schwitzen wird - FOCUS Online. Die Wetterlage stellt sich Anfang Mai um. Zunächst wird es windig und auch Regen wird erwartet. Zum Ende der ersten Mai-Woche wird es hingegen sommerlich und heiß. Der erste Tag mit 30 Grad erwartet uns. Sogar eine kleine Hitzewelle deutet sich an.,science,1,2021-05-03
361,t-online,Tirschenreuth: Deutscher Corona-Hotspot rückt in den Fokus der Wissenschaft - t-online. Vergangenes Jahr machte der bayerische Landkreis noch mit seinen hohen Covid-19 Fallzahlen Schlagzeilen. Jetzt tummeln sich hier Wissenschaftler.,science,0,2021-05-03
362,derstandard.de,Schnellstes künstliches Objekt stellte neue Rekorde auf - DER STANDARD. Die Parker Solar Probe der Nasa kam der Sonne näher als je zuvor und erreichte dabei eine Geschwindigkeit von 147 Kilometer pro Sekunde,science,1,2021-05-03
363,t3n – digital pioneers,"Xenobots 2.0: Wissenschaftler kreieren die nächste Generation künstlicher Lebewesen - t3n – digital pioneers. Die Erzeuger sprechen von programmierbaren Organismen, die in Zukunft zum Beispiel Arterien ausschaben könnten",science,1,2021-05-03
364,t-online,"Corona/Köln: Inzidenz bleibt hoch – Sonderimpfungen in Stadtteilen starten - t-online.de. Nachdem der Inzidenzwert in Köln zuletzt über mehrere Tage gesunken war, stieg er am Sonntag wieder leicht an. Ab Montag sollen Menschen in sozial schwachen Stadtteilen geimpft werden.",science,0,2021-05-03
365,focus online,"Schulen: Offen immer sicherer als geschlossen - Studie überrascht mit Ergebnis - FOCUS Online. Eine Studie der Ludwig-Maximilians-Universität München zu Schule in Corona-Zeiten zieht ein überraschendes Fazit: Offene Schulen sind immer sicherer als geschlossene, egal bei welcher Inzidenz. Das hängt vor allem mit der Dunkelziffer und der Testpflicht zusa…",science,1,2021-05-03
366,20 minuten,"Schwarzes Einhorn - Astronomen finden kleinstes bekanntes schwarzes Loch in der Milchstrasse - 20 Minuten. Nah, klein und schwierig nachzuweisen: Forschende aus den USA haben in der Milchstrasse ein ganz besonderes schwarzes Loch entdeckt. Einfach war das nicht.",science,0,2021-05-03
367,srf,"Toxische Industrieabfälle – Giftmüll-Zeitbombe tickt vor Kaliforniens Küste - Schweizer Radio und Fernsehen (SRF). In einer Tiefe von rund 1000 Metern, verteilt auf 145 Quadratkilometer, lagern mindestens 25'000 Fässer mit Gift.",science,0,2021-05-03
368,die welt,"Corona Deutschland: RKI meldet 9160 Neuinfektionen und 84 Tote - WELT. Die Sieben-Tage-Inzidenz in Deutschland ist minimal gestiegen, aber deutlich niedriger als vor einer Woche. 28 Prozent der Bevölkerung haben bislang eine Covid-Impfung erhalten. Ein Überblick in Zahlen und Grafiken.",science,0,2021-05-03
369,faz - frankfurter allgemeine zeitung,"Weniger als 10.000 Neuinfektionen, Inzidenz steigt wieder an - FAZ - Frankfurter Allgemeine Zeitung. Das Robert-Koch-Institut meldet 9160 Corona-Neuinfektionen und 84 Todesfälle innerhalb eines Tages. Die bundesweite Sieben-Tage-Inzidenz steigt erstmals seit einer Woche leicht an.",science,0,2021-05-03
370,watson,"Corona: 4 Punkte zur aktuellen Entwicklung der Virus-Variationen - watson. In der Schweiz kratzt die britische Mutation an der 100-Prozent-Marke, die indische B.1.617-Variante holt jedoch weltweit auf. Eine Übersicht.",science,1,2021-05-03
371,scinexx | das wissensmagazin,"Wie lang ist ein Tag auf der Venus? - Tageslänge, Achsneigung und Präzession unseres Nachbarplaneten erstmals präziser bestimmt - scinexx.de - scinexx | Das Wissensmagazin. Geheimnisse gelüftet: Astronomen ist es gelungen, endlich einige fundamentale Merkmale der Venus präziser zu bestimmen – darunter Rotationstempo,",science,1,2021-05-02
372,neue zürcher zeitung,"Wo und wie ein MINT-Studium zu Erfindungen führt - Neue Zürcher Zeitung. Frauen, die in der Schweiz Mathematik, Ingenieurwissenschaften, Naturwissenschaften und Technik (Mint) studiert haben, sind nicht weniger innovativ als anderswo, aber es sind wenige an der Zahl. Deutschland hat ein etwas anderes Problem.",science,0,2021-05-02
373,focus online,"Corona-Zahlen in Deutschland: 3100 Neuinfektionen weniger als in Vorwoche - FOCUS Online. Die aktuellen Corona-Zahlen in Deutschland: Nachdem sich die bundesweite Sieben-Tage-Inzidenz von Mitte März bis Mitte April verdoppelt hat, ist der Anstieg der Neuinfektionen zuletzt wieder abgeflacht. Wie sich die Infektionszahlen in Deutschland entwickeln,…",science,0,2021-05-02
374,faz - frankfurter allgemeine zeitung,"Die Morgenröte der Twitter-Soziologie - FAZ - Frankfurter Allgemeine Zeitung. Soziale Medien eröffnen der empirischen Sozialforschung ganz neue Möglichkeiten. Doch mehr Daten allein bedeuten noch kein besseres Verständnis dessen, was sie über die Gesellschaft aussagen.",science,1,2021-05-02
375,kurier,"Wie China das Universum erforscht und einen Himmelspalast baut - KURIER. Die erste Raumstation soll bereits in einem Jahr fertig sein,  drei Astronauten fliegen bereits im Sommer hin.",science,1,2021-05-02
376,blick,Nach sechs Monaten im All - BLICK. Nach rund sechs Monaten an Bord der Internationalen Raumstation (ISS) sind vier Astronauten sicher mit einer SpaceX-Raumkapsel zur Erde zurückgekehrt.,science,1,2021-05-02
377,aargauer zeitung,Coronavirus - In einem Monat bereit: Schweizer Ärzte und Apotheker lancieren ein eigenes Covid-Zertifikat | bz Basel - Basellandschaftliche Zeitung. Sie wollen nicht warten: Die Verbände Pharmasuisse und FMH entwickeln ein eigenes Covid-Zertifikat. Dieses soll in spätestens einem Monat bereit sein.,science,1,2021-05-02
378,frankfurter rundschau,Spektakuläre Aufnahmen aus dem Weltraum zeigen Entstehung eines jungen Planeten. Wie entstehen Planeten und Planetensysteme? Eine Aufnahme aus dem All könnte nun Licht ins Dunkel bringen. Es handelt sich um den jüngsten bis dato abgebildeten Exoplaneten.,science,1,2021-05-03
379,kurier,"Wie China das Universum erforscht und einen Himmelspalast baut. Die erste Raumstation soll bereits in einem Jahr fertig sein, drei Astronauten fliegen bereits im Sommer hin.",science,1,2021-05-02
380,business insider deutschland,"Die Nasa hat einen Asteroideneinschlag in Europa simuliert. Bei einem Verteidigungstest simulierte die Nasa, dass sich ein Asteroid der Erde nähert — und konnte den Einschlag nicht verhindern.",science,0,2021-05-02
381,futurezone.at,"Planet der Menschen. Können wir nicht aufhören, der Natur zu schaden und die Ökosysteme einfach in Ruhe lassen? Nein, so einfach ist es leider nicht.",science,0,2021-05-01
382,heilpraxisnet.de,"Aussetzung genmanipulierter Mücken könnte dramatische Folgen haben - Heilpraxisnet.de. Unternehmen plant genmanipulierte Mücken auszusetzen In Florida sollen zu Versuchszwecken gentechnisch veränderte Mücken freigesetzt werden, um auf lange Sicht die Entstehung von verschiedenen Krankheiten zu verhindern. Die Freisetzung der Insekten führt alle…",health,0,2021-05-03
383,merkur.de,Medikamente gegen Diabetes: Warum Sie nur in letzter Instanz zu Metformin greifen sollten - Merkur Online. In Deutschland leben rund zehn Millionen Diabetiker. Doch in vielen Fällen wäre keine Behandlung mit Medikamenten nötig – wenn Betroffene folgenden Fakt kennen würden.,health,0,2021-05-03
384,ruhr24.de,"Termineinladungen per Mail: Neue Betrugs-Masche ist im Umlauf - op-online.de. Wieder haben es Betrüger geschafft eine Masche zu entwickeln, um potenzielle Opfer auszunehmen. Mit Fake-Termineinladungen per Mail haben sie es auf Daten und Geld abgesehen.",health,0,2021-05-03
385,echo24.de,"Positiver Corona-Test trotz Impfung: Wie ist das möglich? - Merkur Online. Manche Menschen werden trotz Impfung positiv auf das Coronavirus getestet. Wieso ist es möglich, sich trotz Impfung mit dem Virus zu infizieren?",health,0,2021-05-03
386,heise online,"ESA-Jupitersonde JUICE: Kinder sollen die Rakete dekorieren - heise online. Die ESA bittet Kinder um ein Bild, mit dem die Rakete verschönert werden soll, die im kommenden Jahr eine Sonde Richtung Jupiter starten wird.",health,1,2021-05-03
